fromNode,toNode,numTrips,avgFare,avgTip,avgDistance,tolls
151,66,11,40.44090909090908,6.140909090909091,10.205454545454547,0.0
151,68,480,20.112145833333322,2.1310000000000007,4.530416666666669,0.0
151,69,40,21.20299999999999,1.0927499999999999,4.8325000000000005,0.0
151,70,5,47.908,5.348000000000001,10.262,5.76
151,71,4,58.120000000000005,0.0,15.04,5.76
151,72,5,58.592000000000006,0.0,17.338,0.0
151,74,1533,12.956888454011512,1.1704827136334015,2.2008480104370576,0.0
151,75,2078,10.470409047160494,0.962728585178055,1.5447545717035602,0.0
151,76,12,69.67416666666668,1.2341666666666666,20.9825,5.76
151,78,11,27.35454545454546,0.2727272727272727,8.461818181818183,0.0
151,79,122,29.62770491803281,3.4629508196721313,6.820491803278687,0.0
151,80,19,37.56578947368421,1.072105263157895,10.613157894736844,0.0
151,81,7,38.75,0.0,12.805714285714286,0.0
151,82,5,37.068,1.816,9.152000000000001,0.0
151,83,2,30.55,0.0,8.34,0.0
151,85,1,51.3,0.0,14.5,0.0
151,87,61,33.579180327868826,3.562131147540983,8.601967213114758,0.0
151,88,65,34.040307692307685,3.1787692307692317,8.768461538461542,0.0
151,89,18,56.175000000000004,2.0272222222222225,15.236666666666666,5.76
151,90,180,23.782222222222263,2.735166666666667,5.341888888888887,0.0
151,91,1,56.8,0.0,16.51,5.76
151,92,8,47.36125,5.11375,11.228750000000002,5.76
151,93,4,48.612500000000004,1.3025,13.5875,5.76
151,94,10,27.384000000000004,0.884,7.614,0.0
151,95,26,52.00884615384614,7.071923076923077,13.157692307692304,0.0
151,96,1,65.33,0.0,19.12,5.76
151,97,20,39.400499999999994,0.2835,11.346499999999999,0.0
151,1,51,103.7674509803922,13.197843137254903,21.943725490196083,15.5
151,3,2,38.33,3.53,11.95,0.0
151,4,35,28.82199999999999,2.301714285714285,7.023428571428569,0.0
151,7,38,31.047631578947367,2.6515789473684213,6.682368421052632,0.0
